movie_ID,directed_by
tt15883718,Victor Neves
tt11681730,Adolpho Knauth
tt11416918,Luan Cardoso
tt11701102,Helvecio Ratton
tt13518332,Bruno Gularte Barreto
tt13444292,Andre Medeiros Martins
tt12069948,Viviane Ferreira
tt6733874,Matt Thompson
tt14168118,Alexandre Moratto
tt10605812,Mauricio Eça
tt10715446,Vicente Amorim
tt13846494,Anita Rocha da Silveira
tt15132028,Aly Muritiba
tt3562014,Alex Carvalho
tt3548874,Iuli Gerbase
tt13802814,Alexandre Alonso
tt10975604,Mauricio Eça
tt15204288,Bruno Garotti
tt9225812,Laís Bodanzky
tt14893202,Ducca Rios
tt11594766,Bruno Garotti
tt14029622,Luiz Bolognesi
tt11821818,Cris D'Amato
tt10573946,Hsu Chien Hsin
tt14867180,Gustavo Vinagre
tt12947630,Marcelo Saback
tt9619234,Karim Aïnouz
tt11674072,Daniel Rezende
tt14502300,André Borelli
tt14074470,Leandro Neri
tt14063314,Larissa Anzoategui
tt16282866,César Rodrigues
tt15863594,Ale McHaddo
tt15823516,Rodrigo de Oliveira
tt10441878,Ana Johann
tt12872150,Madiano Marcheti
tt14111726,Vitor Brandt
tt13886712,Renata Pinheiro
tt13886712,Sergio Oliveira
tt2094955,Roberto Moreira
tt14034902,Pedro Tavares
tt6977632,Allan Fiterman
tt6977632,Denise Saraceni
tt9815156,Jeferson De
tt14206860,Caito Ortiz
tt7165300,Rodrigo Lages
tt13841708,Cristiane Oliveira
tt10863980,Gustavo Rosa de Moura
tt14432716,Joaquim Castro
tt14432716,Lucas Weglinski
tt6314382,Marcio Garcia
tt14760682,Celia Catunda
tt14760682,Kiko Mistrorigo
tt13766476,Lucas Margutti
tt14368728,Caio Cobra
tt17736276,Victor Jeronimo Palomo
tt12322110,Dan Albuk
tt6363696,Leandro Lara
tt13443812,Victor Soares
tt0260293,José Mojica Marins
tt17156788,Fabio Zanoni
tt16027944,Diego Freitas
tt19855324,Sergio Machado
tt16378164,Alex Pritz
tt23061176,Daniel Bandeira
tt16377816,Gabriel Martins
tt23556786,Pedro Antônio Paes
tt15520368,Júlia Murat
tt22091698,Cris D'Amato
tt4303322,Vicente Amorim
tt14817802,Alê Abreu
tt17127518,Vinicius Coimbra
tt12144262,Marcelo Gomes
tt18305922,Renato Siqueira
tt17003896,João Wainer
tt17550726,Joana Pimenta
tt17550726,Adirley Queirós
tt12530402,Gregorio Graziosi
tt27430566,Vitor Vilaverde
tt21994096,Márcio Trigo
tt23651588,Caco Souza
tt14113574,Flávia Neves
tt17370648,Sérgio de Carvalho
tt9070824,Daniela Carvalho
tt9070824,Ale McHaddo
tt21103650,Erik de Castro
tt21103650,Edu Felistoque
tt18573106,Halder Gomes
tt23854020,Marcelo Antunez
tt17279488,Fábio Leal
tt21182882,Dida Andrade
tt21182882,Andradina Azevedo
tt8697222,Renato Barbieri
tt21742248,Roberto Santucci
tt0120589,Gustavo Fernández
tt14853756,Fernando Fraiha
tt14317018,Zé Brandão
tt7466970,Mariana Bastos
tt21993520,André Pellenz
tt23036540,Haroldo Borges
tt17043138,Paulo Fontenelle
tt17058302,Cristiano Burlan
tt22794548,Bruno Carboni
tt17055878,Gustavo Vinagre
tt21816718,Johnny Araújo
tt12935690,Thiago Luciano
tt14694192,Andre Sigwalt
tt14694192,Augusto Soares
tt22988228,Juliana Vicente
tt27027617,Helio Goldsztejn
tt5617666,José Eduardo Belmonte
tt11286592,Halder Gomes
tt21956346,Liliane Mutti
tt21956346,Daniel Zarvos
tt19379004,Andrés Lieban
tt21139960,José Eduardo Belmonte
tt16638236,Johnny Massaro
tt26787296,Diego Freitas
tt28118695,Hugo Prata
tt18560202,Silvio Guindane
tt27502227,Kleber Mendonça Filho
tt16427938,Tomas Portella
tt27248255,Chelsea Greene
tt27248255,Rob Grobman
tt27248255,Edivan Guajajara
tt25153888,Mauricio Eça
tt23144234,Bruno Garotti
tt18244348,Dandara Ferreira
tt18244348,Lô Politi
tt15060662,Eduardo Albergaria
tt28582081,Fabio Meira
tt20420806,Katherine Chediak Putnam
tt20420806,Luiza Shelling Tubaldini
tt20420806,Dean W. Law
tt13846480,Carolina Markowicz
tt28552695,Micael Langer
tt28552695,Cláudio Manoel
tt13073252,Marcus Baldini
tt26245778,Nara Normande
tt26245778,Tião
tt26255088,Roberto de Oliveira
tt26255088,Jom Tob Azulay
tt11585016,Heitor Dhalia
tt10037498,Lillah Halla
tt3259322,António Ferreira
tt29002719,Viviane Ferreira
tt29952387,Leandro Neri
tt23162920,Guel Arraes
tt27719673,Silvio Guindane
tt27166356,Wagner de Assis
tt28515096,Vivianne Jundi
tt29174442,Leo Bello
tt11687126,Luiz Fernando Carvalho
tt21186266,Julia Rezende
tt28810265,Fabrício Rosário
tt27579804,Cris D'Amato
tt28603694,Paulo Fontenelle
tt22127138,Guto Parente
tt27788763,Eliza Capai
tt14589900,José Eduardo Belmonte
tt24067350,Guilherme Fiúza Zenha
tt24067350,Artur Costa
tt24067350,Carlos Daniel
tt11306892,Flora Dias
tt11306892,Juruna Mallon
tt26469192,Lucas Margutti
tt29639785,César Rodrigues
tt28287857,Petrus Cariry
tt27665384,Igor Bastos
tt24575936,Vera Egito
tt27579820,Caroline Fioratti
tt27805182,Bruno Garotti
tt27805182,Jamile Marinho
tt28997099,Bia Lessa
tt9422624,Marcelo Antunez
tt9125246,Paulo Machline
tt27856735,Lázaro Ramos
tt21650856,Hsu Chien Hsin
tt28097580,Daniel Gonçalves
